EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXN,Left Headlamp,4.0L SOHC,13006,Left front corner of vehicle,C136,4,F9,,,,,,
EXN,Left Headlamp,5.0L,13006,Left front corner of vehicle,C136,7,F9,,,,,,
EXN,Left License Lamp,,13550,"Rear of vehicle, on left side of license",C405,19,E10,,,,,,
EXN,Left Liftgate Ajar Switch,,NA,On left side of liftgate,C438,18,F9,,,,,,
EXN,Left Power Lumbar Motor,With Memory Seats,NA,Under driver seat,C347,,,,,,,,
EXN,Left Power Lumbar Motor,Without Memory Seats,NA,Under driver seat,C347,14,B10,,,,,,
EXN,Left Power Lumbar Seat Switch,With Memory Seats,NA,At left side of driver seat,C348,15,F9,,,,,,
EXN,Left Power Lumbar Seat Switch,Without Memory Seats,NA,At left side of driver seat,C348,14,C10,,,,,,
EXN,Left Rear Door Ajar Switch,,NA,Rear of left rear door,C712,18,F4,,,,,,
EXN,Left Rear Door Lock Motor,,14018,In left rear door,C700,17,F2,,,,,,
EXN,Left Rear Power Window Motor,,14633,In left rear door,C701,17,F3,,,,,,
EXN,Left Rear Power Window Switch,,14541,On left rear door trim panel,C702,19,E1,,,100,7,,
EXN,Left Rear Running Board Lamp,,NA,Near left rear tire on running board,C393,19,F4,,,,,,
EXN,Left Rear Sensor,,NA,Left rear of vehicle,C443,18,F8,,,,,,
EXN,Left Rear Speaker,2 Door,18974,"Left side of vehicle, inside panel",C328,19,F4,,,,,,
EXN,Left Rear Speaker,4 Door,18971,"Left side of vehicle, inside panel",C703,19,F2,,,,,,
EXN,Left Rear Stop/Park Lamp,,13201,Left rear corner of vehicle,C400,17,F9,,,,,,
EXN,Left Rear Turn Signal Lamp,,NA,Left rear corner of vehicle,C403,17,E10,,,,,,
EXN,Left Reversing Lamp,,13416,Left rear corner of vehicle,C401,17,F8,,,,,,
EXN,Left Vanity Mirror/Lamp Switch,,17C711,"Left side of vehicle, in visor",C304,16,B1,,,,,,
EXN,Liftgate Disarm Switch,,22050,Near liftgate lock cylinder,C426,18,D10,,,,,,
EXN,Liftgate Lock Motor,,7843629,In liftgate,C414,18,F10,,,,,,
EXN,Liftgate Lock Switch,,15B691,In liftgate,C404,17,E10,,,110,6,,
EXN,Liftgate Washer Pump,,17A442,In liftgate washer reservoir,C321,,,,,,,,
EXN,Liftgate Wiper Disable Switch,,19A328,In liftgate,C419,19,B10,,,,,,
EXN,Liftgate Wiper Motor,,17404,In liftgate,C417,19,C10,,,,,,
EXN,Liftgate Wiper/Washer Switch,,17A553,Center of instrument panel,C249,11,A3,,,82,4,,
EXN,Lighted Running Board Relay,,NA,Auxiliary Relay Box #2,,,,,,,,,
EXN,Low Washer Fluid Level Sensor,4.0L EI,NA,Near blower motor,C170,,,,,,,,
EXN,Low Washer Fluid Level Sensor,4.0L SOHC,NA,Near blower motor,C170,4,B1,,,,,,
EXN,Low Washer Fluid Level Sensor,5.0L,NA,Near blower motor,C170,7,B1,,,,,,
EXN,Main Light Switch,,11654,Left side of instrument panel,C216,13,C10,,,149,1,,
EXN,Map Lamp,,15301,"Center of vehicle, in roof panel",C305,18,A3,,,,,,
EXN,Mass Air Flow (MAF) Sensor,4.0L EI,12A8529,Right rear corner of engine compartment,C111,1,C1,,,,,,
EXN,Mass Air Flow (MAF) Sensor,4.0L SOHC,12A8529,Right rear corner of engine compartment,C111,5,C1,,,,,,
EXN,Mass Air Flow (MAF) Sensor,5.0L,12A8529,Right rear corner of engine compartment,C111,8,D1,,,,,,
EXN,Master Window/Door Lock Control Switch,4 Door,14529,Mounted in left door,C501,18,A2,,,100,5,,
EXN,Memory Seat Switch,,14776,In left front door,C511,17,A2,,,,,,
EXN,Message Center,,NA,In instrument panel console,C2008,16,B1,,,69,3,,
EXN,Message Center,,NA,In instrument panel console,C2009,16,B1,,,69,3,,
EXN,Message Center Switch Assembly,,NA,"Near C2008, C2009 message center",C2007,,,,,,,,
EXN,Multifunction Switch,,13K359,Left side of steering column,C210,11,B10,,,149,3,,
EXN,Multifunction Switch,,13K359,Left side of steering column,C217,11,B10,,,149,3,,
EXN,Neutral Tow Connector,,NA,Behind center of I/P,C207,11,F5,,,,,,
EXN,One Touch Down Relay,,NA,In relay module,,12,F4,,,13,26,,
EXN,Output Shaft Speed (OSS) Sensor,5R55E,7H103,Left side of transmission,C109,10,A4,,,29,6,,
EXN,Output Shaft Speed (OSS) Sensor,4R70W,NA,Left side of transmission,C109,10,D5,,,,,,
EXN,Outside Air Temperature Sensor,4.0L EI,19E702,"Left front of engine compartment, in front of radiator",C194,3,F8,,,,,,
EXN,Outside Air Temperature Sensor,4.0L SOHC,19E702,"Left front of engine compartment, in front of radiator",C194,4,F7,,,,,,
EXN,Outside Air Temperature Sensor,5.0L,19E702,"Left front of engine compartment, in front of radiator",C194,9,F6,,,,,,
EXN,Park Brake Switch,,NA,Right side of parking brake lever,C211,17,A4,,,,,,
EXN,Park Lamp Relay,,NA,In relay module,,12,F4,,,13,26,,
EXN,Parking Aid Disable Switch,,NA,"On I/P, right of steering column",C2015,11,C1,,,131,2,,
EXN,Parking Aid Module (PAM),,NA,Behind spare tire,C440,19,F10,,,131,2,,
EXN,Parking Aid Speaker,,NA,"Behind spare tire, left rear side of vehicle",C441,19,E10,,,,,,
EXN,Passenger Air Bag,,044A74,Behind right side of I/P,C272,13,B1,,,46,3,,
EXN,Passenger Side Air Bag,,NA,Right side of passenger seat back,C314,14,A4,,,46,4,,
EXN,Passenger Side Air Bag Crash Sensor,,NA,"Right side on ""B"" pillar",C309,18,A5,,,46,4,,
EXN,Passive Anti-Theft System (PATS) Module,,NA,Behind top right side of I/P,C221,12,F5,,,,,,
EXN,Passive Anti-Theft System (PATS) Module,,NA,Behind top right side of I/P,C222,12,B1,,,,,,
EXN,PCM Power Diode,,NA,Battery junction box,,,,,,,,,
EXN,PCM Power Relay,,14N089,Mounted in battery junction box at right fender apron,,9,A10,,,,,,
EXN,Power Antenna Module,,NA,Right front of vehicle on antenna mast,C362,19,A4,,,130,10,,
EXN,Powertrain Control Module (PCM),4.0L EI,12A650,Mounted through cowl panel,C202,3,A4,,,25,8,,
EXN,Powertrain Control Module (PCM),4.0L SOHC,12A650,Mounted through cowl panel,C202,4,A4,,,25,8,,
EXN,Powertrain Control Module (PCM),5.0L,12A650,Mounted through cowl panel,C202,8,A3,,,25,8,,
EXN,Radio,,NA,In I/P console,C228,11,F4,,,130,10,,
EXN,Radio,,NA,In I/P console,C256,11,F4,,,130,13,,
EXN,Radio Noise Capacitor,4.0L EI,14A601,"Right side of engine compartment, left of ignition coil",C166,1,A5,,,,,,
EXN,Radio Noise Capacitor,4.0L SOHC,14A601,"Right side of engine compartment, left of ignition coil",C166,5,A8,,,,,,
EXN,Radio Noise Capacitor,5.0L,14A601,"Right side of engine compartment, left of ignition coil",C166,8,D10,,,,,,
EXN,Rear Air Door Actuator,,NA,In instrument panel console,C2013,16,F5,,,,,,
EXN,Rear Axle Sensor,,6C315,On axle assembly,C422,19,F7,,,,,,
EXN,Rear Blower Motor,,NA,In instrument panel console,C2012,16,F6,,,,,,
EXN,Rear Blower Motor Relay,,NA,Behind right side of I/P,C2002,16,D1,,,55,7,,
EXN,Rear Blower Motor Resistor,,NA,In instrument panel console,C2014,16,F4,,,,,,
EXN,Rear Fill Solenoid,,NA,On rear axle,C428,16,E10,,,,,,
EXN,Rear Gate Solenoid,,NA,Left rear corner of vehicle,C429,16,F9,,,,,,
EXN,Rear Height Sensor,,NA,Left rear corner of vehicle,C433,19,F5,,,,,,
EXN,Rear Integrated Control Panel (RICP),Rear Blower Switch W/O EATC,NA,In instrument panel console,C2004,16,F7,,,54,6,,
EXN,Rear Integrated Control Panel (RICP),Rear Blower Switch W/EATC,NA,In instrument panel console,C2004,16,F7,,,55,7,,
EXN,Rear Integrated Control Panel (RICP),Audio,NA,In instrument panel console,C2003,16,F7,,,130,19,,
EXN,Rear Interior Lamp,,15301,"Rear center of vehicle, in roof panel",C366,18,A6,,,,,,
EXN,Rear Map Lamp,,15301,"Rear center of vehicle, in roof panel",C367,18,A6,,,,,,
EXN,Rear Washer Control Relay,4.0L EI,NA,Mounted in relay box,,,,,,,,,
EXN,Rear Washer Control Relay,4.0L SOHC,NA,Mounted in relay box,,4,C1,,,,,,
EXN,Rear Washer Control Relay,5.0L,NA,Mounted in relay box,,9,D1,,,,,,
EXN,Rear Window Defrost Grid,,18C618,Attached to liftgate window,C420,18,A10,,,,,,
EXN,Rear Window Defrost Grid,,18C618,Attached to liftgate window,C421,18,A10,,,,,,
EXN,Rear Window Defrost Relay,,NA,Behind top right side of I/P,C273,12,B1,,,,,,
EXN,Rear Wiper Down Relay,,NA,Battery junction box,,2,A9,,,11,3,,
EXN,Rear Wiper Up Relay,,NA,Battery junction box,,2,A9,,,11,3,,
EXN,Relay Module,,NA,Behind center of I/P,,12,F4,,,,,,
EXN,Remote Anti-Theft Personality (RAP) Module,,15K602,At left rear quarter panel,C336,18,F8,,,117,4,,
EXN,Remote Anti-Theft Personality (RAP) Module,,15K602,At left rear quarter panel,C338,18,F8,,,117,4,,
EXN,Restraints Control Module (RCM),,043B13,Behind right side of I/P,C232,11,F3,,,46,3,,
EXN,Restraints Control Module (RCM),,043B13,Behind right side of I/P,C233,11,F3,,,46,4,,
EXN,Reversing Lamp Switch,Manual,15520,Left side of transmission adapter,C172,10,A8,,,,,,
EXN,Right Center Sensor,,NA,Right rear of vehicle,C445,18,E10,,,,,,
EXN,Right Door Handle Switch,,NA,Mounted in right door,C613,16,A8,,,,,,
EXN,Right Exterior Rear View Mirror,,17682,Mounted on passenger door,C605,19,A5,,,,,,
EXN,Right Exterior Rear View Mirror,,17682,Mounted on passenger door,C606,17,A7,,,,,,
EXN,Right Fog Lamp,4.0L EI,15A254,Front right corner of vehicle,C193,1,F3,,,,,,
EXN,Right Fog Lamp,4.0L SOHC,15A254,Front right corner of vehicle,C193,4,F3,,,,,,
EXN,Right Fog Lamp,5.0L,15A254,Front right corner of vehicle,C193,7,F3,,,,,,
EXN,Right Front Crash Sensor,4.0L EI,14B004,Right front of engine compartment,C133,2,F3,,,,,,
EXN,Right Front Crash Sensor,4.0L SOHC,14B004,Right front of engine compartment,C133,5,F3,,,,,,
EXN,Right Front Crash Sensor,5.0L,14B004,Right front of engine compartment,C133,9,F3,,,,,,
EXN,Right Front Door Ajar Switch,,NA,Rear of right front door,C612,16,A9,,,,,,
EXN,Right Front Door Disarm Switch,,22050,Mounted near right door lock cylinder,C607,16,A7,,,,,,
EXN,Right Front Door Lock Motor,,14017,In right front door,C602,16,B10,,,,,,
EXN,Right Front Heated Seat Module,,NA,Under right front seat,C340,,,,,119,2,,
EXN,Right Front Heated Seat Switch,,NA,Right side of right front seat,C343,15,A3,,,119,2,,
EXN,Right Front Park/Turn Lamp,4.0L EI,13008,Right front corner of vehicle,C130,1,E1,,,,,,
EXN,Right Front Park/Turn Lamp,4.0L SOHC,13008,Right front corner of vehicle,C142,4,E1,,,,,,
EXN,Right Front Park/Turn Lamp,5.0L,13008,Right front corner of vehicle,C142,7,E1,,,,,,
EXN,Right Front Power Door Lock Switch,,NA,On right front door trim panel,C614,19,A7,,,110,5,,
EXN,Right Front Power Seat Control Switch,,14A701,At right side of front seat,C355,14,A3,,,120,4,,
EXN,Right Front Power Window Motor,,14630,In right front door,C604,16,A6,,,,,,
EXN,Right Front Power Window Switch,,NA,On right front door trim panel,C615,19,A7,,,100,6,,
EXN,Right Front Running Board Lamp,,NA,Under right front door on running board,C392,19,A1,,,,,,
EXN,Right Front Seat Heater,,NA,Under right front seat,C344,,,,,,,,
EXN,Right Front Seat Heater/Temperature Sensor,,NA,Under right front seat,C345,,,,,,,,
EXN,Right Front Seat Motor Assembly,,NA,Under passenger seat,C357,14,F3,,,120,4,,
EXN,Right Front Side Lamp,4.0L EI,15A424,Right front corner of vehicle,C129,3,E1,,,,,,
EXN,Right Front Side Lamp,4.0L SOHC,15A424,Right front corner of vehicle,C129,6,E1,,,,,,
EXN,Right Front Side Lamp,5.0L,15A424,Right front corner of vehicle,C129,9,E1,,,,,,
EXN,Right Front Speaker,,18808,"Right side of vehicle, in front door",C600,19,A5,,,,,,
EXN,Right Front Wheel 4WABS Sensor,4.0L EI,2C204,At right front wheel,C187,2,F2,,,,,,
