EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXm,Idle Air Control (IAC) Valve,5.4L,12B526,"Top center rear of engine, near air intake",C129,7,A1,,,,,,
EXm,Idle Air Control (IAC) Valve,6.8L,12B526,"Top center rear of engine, near air intake",C129,9,A4,,,,,,
EXm,Idle Validation Switch,,NA,Below LH side of I/P,C247,14,F5,,,,,,
EXm,IDM Relay,,NA,"LH front of engine compartment, in engine compartment fuse box",,10,E9,,,,,,
EXm,Ignition Coil,4.2L,12029,Left front of engine,C130,3,A4,,,,,,
EXm,Ignition Coil,4.6L,12029,Left front of engine,C175,4,E1,,,,,,
EXm,Ignition Coil,4.6L,12029,Right front of engine,C169,4,B1,,,,,,
EXm,Ignition Switch,,11572,Lower RH side of steering column,C240,14,F3,,,,,,
EXm,Illuminated Entry Module,,13C718,Behind LH side of I/P,C215,12,F6,94,2,94,2,,
EXm,In-Transit Fuel Pump Module,,9C407,"Below vehicle, along LH frame rail",C344,,,,,,,,
EXm,Indicator Light Switch,,NA,"Left side of dash, near steering column",C4004,24,F4,,,,,,
EXm,Indicator Light Switch,,NA,"Left side of dash, near steering column",C4005,24,F4,,,,,,
EXm,Indicator Light Switch,,NA,"Left side of dash, near steering column",C4006,24,F4,,,,,,
EXm,Indicator Light Switch,,NA,"Left side of dash, near steering column",C4007,24,F4,,,,,,
EXm,Inertia Fuel Shutoff (IFS) Switch,,NA,Behind RH kick panel,C236,15,B1,,,,,,
EXm,Injection Control Pressure (ICP) Sensor,,NA,Top of engine,C1009,1,F7,,,,,,
EXm,Injection Pressure Regulator (IPR),,NA,Center top of engine,C1006,1,A4,,,,,,
EXm,Injection Pressure Sensor (IPS),,9F972,"Right bank of engine, on fuel rail",C1016,7,A9,,,,,,
EXm,Injector Driver Module (IDM),,NA,Left front side of engine compartment,C1157,11,D10,23,12,23,12,,
EXm,Inlet Air Control Sensor,4.6L,NA,LH front of engine,C173,4,F8,,,,,,
EXm,Inlet Air Control Sensor,5.4L,NA,LH front of engine,C173,6,A5,,,,,,
EXm,Instrument Cluster,,10K843,Behind LH side of I/P,C224,13,A3,60,7,60,7,,
EXm,Instrument Cluster,,10K843,Behind LH side of I/P,C225,13,A3,60,7,60,7,,
EXm,Instrument Cluster,,10K843,Behind LH side of I/P,C226,13,A3,60,8,60,8,,
EXm,Instrumentation Engine Coolant Temperature Sensor,4.2L,10884,"RH rear of engine, near fuel injector #6",C137,2,A7,,,,,,
EXm,Instrumentation Engine Coolant Temperature Sensor,4.6L,10884,Top front center of engine,C137,4,A4,,,,,,
EXm,Instrumentation Engine Coolant Temperature Sensor,5.4L,10884,"Top LH side of engine, on lower intake manifold",C137,6,A4,,,,,,
EXm,Instrumentation Engine Coolant Temperature Sensor,6.8L,10884,Upper left front of engine,C137,8,A2,,,,,,
EXm,Instrumentation Engine Coolant Temperature Sensor,7.3L,NA,Upper left front of engine,C137,,,,,,,,
EXm,Intake Air Temperature (IAT) Sensor,,12A697,"Center of engine compartment, part of clean air tube",C156,10,A6,,,,,,
EXm,Interior Lamp,,NA,In front headliner,C902,18,A7,,,,,,
EXm,Interior Switch/Lamp,,13788,Middle of rear headliner,C904,18,A7,,,,,,
EXm,Interior/Map Switch and Lamp,,13788,In front headliner,C903,16,A7,,,,,,
EXm,Key Warning Switch,,NA,"In steering column, near key cylinder",,,,,,,,,
EXm,Knock Sensor (KS),4.2L,12A699,Right rear side of engine,C140,3,F7,,,,,,
EXm,Knock Sensor (KS),4.6L,12A699,Top right rear side of engine,C140,5,F9,,,,,,
